ID	Freq	Item
[1547]	1	璨
[1548]	1	摽
[1549]	87	偏
[1550]	2	寮
[1551]	11	梵
[1552]	33	杏
[1553]	16	蚕
[1554]	75	德
[1555]	49	章
[1556]	10	鲤
[1557]	125	兰
[1558]	3	荑
[1559]	20	贞
[1560]	84	宁
[1561]	21	匹
[1562]	21	增
[1563]	4	螭
[1564]	257	气
[1565]	5	截
[1566]	6	浇
[1567]	8	穹
[1568]	14	建
[1569]	20	敲
[1570]	14	割
[1571]	24	鳞
[1572]	15	输
[1573]	66	梁
[1574]	21	祠
[1575]	24	荐
[1576]	2	牲
[1577]	4	酤
[1578]	50	愧
[1579]	11	赴
[1580]	34	约
[1581]	37	怅
[1582]	23	领
[1583]	81	消
[1584]	3	嵇
[1585]	16	巨
[1586]	21	烧
[1587]	3	爆
[1588]	16	椒
[1589]	13	健
[1590]	10	预
[1591]	66	莺
[1592]	13	笙
[1593]	28	鸾
[1594]	19	悔
[1595]	14	梳
[1596]	6	告
[1597]	67	母
[1598]	53	父
[1599]	19	愚
[1600]	3	跋
[1601]	22	涉
[1602]	32	途
[1603]	14	困
[1604]	15	店
[1605]	36	末
[1606]	31	利
[1607]	56	潭
[1608]	31	零
[1609]	14	鹅
[1610]	16	纨
[1611]	28	奉
[1612]	116	结
[1613]	58	贵
[1614]	53	澹
[1615]	4	菩
[1616]	1	呗
[1617]	9	祥
[1618]	2	畛
[1619]	90	通
[1620]	1	偓
[1621]	2	佺
[1622]	12	软
[1623]	99	薄
[1624]	18	缓
[1625]	6	韦
[1626]	37	杜
[1627]	16	晦
[1628]	6	恒
[1629]	15	魄
[1630]	21	季
[1631]	15	妻
[1632]	2	嫂
[1633]	20	欺
[1634]	9	篆
[1635]	15	研
[1636]	21	瓶
[1637]	35	累
[1638]	51	任
[1639]	3	距
[1640]	40	第
[1641]	22	质
[1642]	3	寘
[1643]	2	帙
[1644]	14	岛
[1645]	66	茫
[1646]	2	矰
[1647]	19	吠
[1648]	8	莎
[1649]	29	猎
[1650]	25	兔
[1651]	25	乳
[1652]	19	亩
[1653]	7	箧
[1654]	21	恰
[1655]	11	祸
[1656]	6	胎
[1657]	27	洁
[1658]	50	浓
[1659]	88	罗
[1660]	10	绪
[1661]	38	周
[1662]	13	叩
[1663]	40	再
[1664]	19	厚
[1665]	68	渐
[1666]	27	禁
[1667]	11	鹃
[1668]	21	换
[1669]	8	帖
[1670]	3	缯
[1671]	40	巧
[1672]	1	慭
[1673]	19	谩
[1674]	1	愀
[1675]	62	丈
[1676]	5	缣
[1677]	27	宴
[1678]	8	晶
[1679]	13	拍
[1680]	6	岷
[1681]	37	峨
[1682]	2	澒
[1683]	5	桴
[1684]	45	徒
[1685]	23	击
[1686]	15	挺
[1687]	2	猱
[1688]	11	雉
[1689]	49	羊
[1690]	8	曰
[1691]	11	混
[1692]	24	牧
[1693]	36	索
[1694]	35	寞
[1695]	13	酸
[1696]	31	唐
[1697]	1	礴
[1698]	32	犬
[1699]	51	称
[1700]	75	贤
[1701]	120	且
[1702]	38	富
[1703]	75	要
[1704]	41	贫
[1705]	13	尧
[1706]	16	舜
[1707]	67	篱
[1708]	33	固
[1709]	9	猗
[1710]	18	操
[1711]	7	夭
[1712]	43	彼
[1713]	11	棘
[1714]	8	茨
[1715]	7	麓
[1716]	28	丁
[1717]	17	伐
[1718]	13	墟
[1719]	7	员
[1720]	5	优
[1721]	4	署
[1722]	56	土
[1723]	38	嘉
[1724]	24	县
[1725]	56	停
[1726]	14	飒
[1727]	62	昼
[1728]	4	沚
[1729]	21	苹
[1730]	7	褰
[1731]	48	盖
[1732]	15	欣
[1733]	2	队
[1734]	10	撼
[1735]	23	萍
[1736]	6	鲸
[1737]	20	驴
[1738]	5	技
[1739]	4	骇
[1740]	17	痛
[1741]	22	磬
[1742]	14	互
[1743]	39	澄
[1744]	60	秀
[1745]	7	辘
[1746]	7	轳
[1747]	12	错
[1748]	12	纯
[1749]	13	戈
[1750]	37	鹊
[1751]	11	噪
[1752]	5	训
[1753]	7	狐
[1754]	4	灾
[1755]	7	麟
[1756]	6	羸
[1757]	1	臕
[1758]	2	龁
[1759]	6	筋
[1760]	12	派
[1761]	12	挹
[1762]	6	秖
[1763]	7	赞
[1764]	4	褒
[1765]	17	簇
[1766]	46	洛
[1767]	17	希
[1768]	17	阵
[1769]	44	穿
[1770]	17	翅
[1771]	53	赠
[1772]	2	玦
[1773]	28	囊
[1774]	20	迁
[1775]	5	芟
[1776]	27	芜
[1777]	23	媚
[1778]	28	态
[1779]	9	盟
[1780]	6	苎
[1781]	3	敖
[1782]	5	煦
[1783]	59	檐
[1784]	6	篮
[1785]	23	舆
[1786]	18	融
[1787]	28	枫
[1788]	19	诵
[1789]	4	戚
[1790]	1	陕
[1791]	57	骑
[1792]	8	偕
[1793]	1	輶
[1794]	37	托
[1795]	2	懦
[1796]	1	嘬
[1797]	5	愤
[1798]	2	喃
[1799]	34	总
[1800]	5	釭
[1801]	39	漏
[1802]	57	永
[1803]	26	耿
[1804]	28	岚
[1805]	17	炊
[1806]	10	彤
[1807]	5	墀
[1808]	31	辉
[1809]	4	诞
[1810]	19	免
[1811]	13	讵
[1812]	26	遂
[1813]	11	嬉
[1814]	5	琪
[1815]	36	饭
[1816]	12	设
[1817]	1	怍
[1818]	4	辙
[1819]	23	认
[1820]	6	霓
[1821]	20	孔
[1822]	7	隆
[1823]	20	昌
[1824]	3	蘅
[1825]	10	倩
[1826]	39	军
[1827]	3	嬖
[1828]	59	殿
[1829]	6	炷
[1830]	17	廊
[1831]	15	侍
[1832]	9	示
[1833]	3	絜
[1834]	4	矩
[1835]	9	庸
[1836]	2	䌹
[1837]	4	奠
[1838]	5	岧
[1839]	25	营
[1840]	55	尊
[1841]	17	庶
[1842]	4	僚
[1843]	2	刊
[1844]	11	傲
[1845]	23	棋
[1846]	24	注
[1847]	35	鹭
[1848]	5	衍
[1849]	12	圃
[1850]	17	旗
[1851]	9	骖
[1852]	74	忍
[1853]	3	苜
[1854]	3	蓿
[1855]	10	榆
[1856]	24	驿
[1857]	12	仅
[1858]	3	划
[1859]	3	塍
[1860]	4	叱
[1861]	40	陶
[1862]	22	彭
[1863]	11	伫
[1864]	29	潜
[1865]	16	虬
[1866]	6	孕
[1867]	4	沌
[1868]	5	窍
[1869]	17	泻
[1870]	10	液
[1871]	16	络
[1872]	42	袅
[1873]	4	缰
[1874]	27	萤
[1875]	2	弇
[1876]	3	订
[1877]	13	顽
[1878]	20	毋
[1879]	33	踪
[1880]	39	拥
[1881]	8	蘧
[1882]	9	贮
[1883]	7	蘸
[1884]	2	巽
[1885]	27	练
[1886]	2	滃
[1887]	13	沐
[1888]	11	缆
[1889]	2	沥
[1890]	36	拜
[1891]	13	街
[1892]	7	陋
[1893]	2	柑
[1894]	13	颗
[1895]	2	述
[1896]	3	砻
[1897]	17	词
[1898]	9	肌
[1899]	5	腻
[1900]	10	匀
[1901]	17	乔
[1902]	27	履
[1903]	3	拿
[1904]	11	昧
[1905]	5	媒
[1906]	5	贡
[1907]	13	阮
[1908]	22	卜
[1909]	34	羡
[1910]	5	职
[1911]	12	尉
[1912]	35	兼
[1913]	19	祝
[1914]	5	椿
[1915]	6	芹
[1916]	4	缪
[1917]	23	忠
[1918]	42	倒
[1919]	21	请
[1920]	15	魏
[1921]	32	阙
[1922]	7	夔
[1923]	4	瓣
[1924]	23	跨
[1925]	25	虹
[1926]	5	俨
[1927]	7	峙
[1928]	48	止
[1929]	21	鼻
[1930]	8	翘
[1931]	18	桡
[1932]	39	锁
[1933]	10	棱
[1934]	8	迸
[1935]	42	铁
[1936]	9	溶
[1937]	69	菊
[1938]	13	耐
[1939]	22	庄
[1940]	10	溟
[1941]	15	沟
[1942]	3	■
[1943]	17	薪
[1944]	5	琐
[1945]	3	啜
[1946]	12	隅
[1947]	5	粥
[1948]	4	盂
[1949]	27	岫
[1950]	26	鸦
[1951]	16	奏
[1952]	3	杆
[1953]	31	迢
[1954]	5	递
[1955]	11	剧
[1956]	2	鹁
[1957]	14	鸠
[1958]	2	竦
[1959]	24	兀
[1960]	2	恁
[1961]	10	蠡
[1962]	9	莹
[1963]	21	塔
[1964]	18	槐
[1965]	1	荚
[1966]	16	羁
[1967]	10	纫
[1968]	2	涔
[1969]	19	腊
[1970]	11	科
[1971]	26	膝
[1972]	6	圭
[1973]	24	惆
[1974]	5	姊
[1975]	3	妹
[1976]	37	窥
[1977]	8	瀛
[1978]	11	循
[1979]	39	趣
[1980]	32	坞
[1981]	3	碾
[1982]	38	羞
[1983]	3	俦
[1984]	8	碗
[1985]	35	轮
[1986]	4	搆
[1987]	17	逸
[1988]	5	豳
[1989]	13	稽
[1990]	11	继
[1991]	15	娱
[1992]	27	痴
[1993]	11	辈
[1994]	16	扑
[1995]	8	蘼
[1996]	42	战
[1997]	22	袍
[1998]	12	樾
[1999]	4	砺
[2000]	13	巡
[2001]	3	铓
[2002]	15	般
[2003]	14	藉
[2004]	5	鬟
[2005]	65	宝
[2006]	4	憨
[2007]	14	暇
[2008]	5	饰
[2009]	18	助
[2010]	20	浸
[2011]	11	茧
[2012]	29	霁
[2013]	2	甜
[2014]	50	唯
[2015]	17	峭
[2016]	6	租
[2017]	28	悟
[2018]	11	寡
[2019]	1	筮
[2020]	5	厥
[2021]	6	繇
[2022]	24	籁
[2023]	8	窦
[2024]	18	臂
[2025]	1	辎
[2026]	3	�
[2027]	1	��
[2028]	12	��
[2029]	25	候
[2030]	4	丫
[2031]	7	撑
[2032]	3	懿
[2033]	8	樊
[2034]	10	啭
[2035]	12	钗
[2036]	8	究
[2037]	5	欤
[2038]	72	而
[2039]	86	壁
[2040]	11	蝴
[2041]	8	揽
[2042]	8	慢
[2043]	11	拨
[2044]	41	披
[2045]	20	稍
[2046]	11	帏
[2047]	10	擘
[2048]	16	透
[2049]	1	狩
[2050]	18	锡
[2051]	11	斩
[2052]	3	麒
[2053]	1	讷
[2054]	26	默
[2055]	17	羲
[2056]	2	娶
[2057]	5	筝
[2058]	16	憔
[2059]	43	众
[2060]	32	鼎
[2061]	2	鼐
[2062]	5	甫
[2063]	22	排
[2064]	7	阊
[2065]	7	阖
[2066]	2	馺
[2067]	10	娑
[2068]	10	诏
[2069]	2	璞
[2070]	5	茁
[2071]	17	滋
[2072]	21	骚
[2073]	10	畹
[2074]	12	馨
[2075]	8	充
[2076]	25	坡
[2077]	63	孙
[2078]	6	濡
[2079]	9	诉
[2080]	5	蚌
[2081]	3	儱
[2082]	3	侗
[2083]	23	类
[2084]	3	槌
[2085]	18	卫
[2086]	4	霍
[2087]	20	岑
[2088]	14	的
[2089]	18	曙
[2090]	7	装
[2091]	1	俟
[2092]	3	遑
[2093]	3	膳
[2094]	43	嫌
[2095]	4	诛
[2096]	8	佐
[2097]	50	雷
[2098]	2	旃
[2099]	18	拙
[2100]	54	竿
[2101]	20	蟾
[2102]	22	活
[2103]	5	烙
[2104]	10	曳
[2105]	4	颈
[2106]	17	印
[2107]	43	吏
[2108]	11	悦
[2109]	16	匣
[2110]	10	翰
[2111]	4	罍
[2112]	27	占
[2113]	4	驼
[2114]	4	糜
[2115]	2	潼
[2116]	9	骏
[2117]	2	骁
[2118]	19	腾
[2119]	36	冉
[2120]	18	涓
[2121]	16	抛
[2122]	13	荻
[2123]	17	黍
[2124]	8	唇
[2125]	1	浥
[2126]	26	鲜
[2127]	45	冬
[2128]	18	快
[2129]	20	编
[2130]	6	杰
[2131]	3	侪
[2132]	5	矮
[2133]	4	奸
[2134]	13	咽
[2135]	6	拖
[2136]	32	祇
[2137]	6	瞒
[2138]	16	稚
[2139]	14	宣
[2140]	22	貌
[2141]	16	答
[2142]	31	护
[2143]	37	衔
[2144]	19	霖
[2145]	4	裤
[2146]	6	讥
[2147]	3	芊
[2148]	31	篁
[2149]	31	娟
[2150]	8	播
[2151]	7	酷
[2152]	7	脆
[2153]	13	稳
[2154]	8	贴
[2155]	21	激
[2156]	10	湍
[2157]	1	拊
[2158]	10	濠
[2159]	1	鯈
[2160]	8	岌
[2161]	8	茆
[2162]	4	磊
[2163]	6	涴
[2164]	7	黏
[2165]	5	漉
[2166]	21	单
[2167]	6	楸
[2168]	18	菰
[2169]	18	鞍
[2170]	38	强
[2171]	65	肠
[2172]	7	竺
[2173]	1	垤
[2174]	4	贬
[2175]	20	泰
[2176]	2	吕
[2177]	9	厓
[2178]	8	妄
[2179]	2	懵
[2180]	1	亢
[2181]	6	刑
[2182]	7	狱
[2183]	1	囹
[2184]	1	圄
[2185]	19	苗
[2186]	8	笥
[2187]	12	廉
[2188]	6	董
[2189]	1	莸
[2190]	10	器
[2191]	3	亿
[2192]	12	劫
[2193]	54	变
[2194]	36	驱
[2195]	28	迥
[2196]	24	逾
[2197]	12	彷
[2198]	33	聚
[2199]	28	榻
[2200]	45	墙
[2201]	27	槛
[2202]	16	浊
[2203]	87	牛
[2204]	18	旬
[2205]	3	绯
[2206]	12	罪
[2207]	15	威
[2208]	24	补
[2209]	7	贺
[2210]	4	诘
[2211]	5	酴
[2212]	5	醾
[2213]	22	架
[2214]	1	硕
[2215]	28	果
[2216]	12	运
[2217]	9	洋
[2218]	7	掬
[2219]	19	摧
[2220]	5	沫
[2221]	30	穴
[2222]	7	挑
[2223]	3	挈
[2224]	2	替
[2225]	31	栽
[2226]	14	范
[2227]	19	陆
[2228]	10	现
[2229]	33	篇
[2230]	2	忻
[2231]	25	鞭
[2232]	12	蓼
[2233]	6	蓠
[2234]	32	济
[2235]	15	骄
[2236]	22	瓜
[2237]	7	驯
[2238]	14	扣
[2239]	19	砂
[2240]	16	洪
[2241]	4	囷
[2242]	14	标
[2243]	8	幌
[2244]	22	冢
[2245]	2	苫
[2246]	97	□
[2247]	12	谨
[2248]	1	酾
[2249]	17	濛
[2250]	27	乍
[2251]	16	翡
[2252]	29	渴
[2253]	19	梨
[2254]	8	楹
[2255]	21	铺
[2256]	4	俎
[2257]	17	辇
[2258]	23	觞
[2259]	12	坎
[2260]	4	挝
[2261]	41	鼓
[2262]	8	判
[2263]	20	刚
[2264]	9	嗔
[2265]	26	场
[2266]	7	备
[2267]	6	烨
[2268]	9	皮
[2269]	4	颍
[2270]	5	眇
[2271]	18	庙
[2272]	1	牺
[2273]	5	刍
[2274]	6	藁
[2275]	5	证
[2276]	3	耘
[2277]	15	帽
[2278]	24	插
[2279]	44	炉
[2280]	9	纳
[2281]	4	濂
[2282]	11	衢
[2283]	6	亘
[2284]	2	喔
[2285]	1	煚
[2286]	4	皱
[2287]	2	琯
[2288]	4	寤
[2289]	11	漱
[2290]	16	漪
[2291]	3	斫
[2292]	14	斧
[2293]	10	兽
[2294]	2	弭
[2295]	1	捩
[2296]	5	葩
[2297]	1	泫
[2298]	7	敷
[2299]	32	哀
[2300]	3	癯
[2301]	5	赓
[2302]	26	拟
[2303]	6	辋
[2304]	12	较
[2305]	17	窈
[2306]	11	窕
[2307]	13	斛
[2308]	9	拈
[2309]	1	酢
[2310]	3	�
[2311]	1	��
[2312]	1	��
[2313]	19	弱
[2314]	37	杳
[2315]	18	鲁
[2316]	20	蛮
[2317]	31	险
[2318]	11	禹
[2319]	28	凿
[2320]	1	垓
[2321]	3	匕
[2322]	1	痿
[2323]	1	痹
[2324]	36	遣
[2325]	20	棠
[2326]	12	骊
[2327]	3	撒
[2328]	17	嫩
[2329]	11	挽
[2330]	4	滕
[2331]	10	叔
[2332]	9	蛱
[2333]	10	憩
[2334]	14	款
[2335]	8	段
[2336]	4	权
[2337]	5	黠
[2338]	8	校
[2339]	1	嶕
[2340]	4	峣
[2341]	3	栉
[2342]	1	擒
[2343]	11	损
[2344]	9	浙
[2345]	9	颓
[2346]	8	按
[2347]	5	诡
[2348]	33	御
[2349]	6	获
[2350]	67	呼
[2351]	1	桀
[2352]	2	纣
[2353]	22	樽
[2354]	24	簪
[2355]	4	绅
[2356]	4	亨
[2357]	4	巍
[2358]	2	蘩
[2359]	49	凝
[2360]	5	眸
[2361]	5	讴
[2362]	44	繁
[2363]	12	渌
[2364]	11	粤
[2365]	3	佗
[2366]	9	菡
[2367]	9	萏
[2368]	6	薏
[2369]	16	韩
[2370]	51	引
[2371]	7	汇
[2372]	8	樯
[2373]	34	射
[2374]	23	温
[2375]	10	烈
[2376]	10	附
[2377]	14	资
[2378]	17	趋
[2379]	17	屡
[2380]	10	榔
[2381]	14	鸭
[2382]	11	吸
[2383]	21	碎
[2384]	1	鏖
[2385]	1	导
[2386]	10	庾
[2387]	6	蜿
[2388]	7	蜒
[2389]	10	蟋
[2390]	10	蟀
[2391]	6	徽
[2392]	10	冒
[2393]	14	犊
[2394]	1	蛎
[2395]	3	烘
[2396]	1	蠃
[2397]	42	郁
[2398]	5	癖
[2399]	58	负
[2400]	21	敌
[2401]	3	颅
[2402]	8	臾
[2403]	24	涵
[2404]	4	些
[2405]	4	鹜
[2406]	13	窟
[2407]	12	焦
[2408]	2	澎
[2409]	3	湃
[2410]	33	瑟
[2411]	8	颊
[2412]	11	蜜
[2413]	22	诚
[2414]	6	豫
[2415]	3	笃
[2416]	35	陇
[2417]	5	版
[2418]	4	瞬
[2419]	35	蜀
[2420]	7	翮
[2421]	1	帨
[2422]	12	缠
[2423]	25	蔼
[2424]	11	办
[2425]	11	捣
[2426]	1	蚨
[2427]	6	臭
[2428]	15	枉
[2429]	3	勃
[2430]	30	触
[2431]	35	皎
[2432]	3	蹭
[2433]	3	蹬
[2434]	5	彫
[2435]	28	润
[2436]	1	畚
[2437]	17	籍
[2438]	6	衙
[2439]	1	哗
[2440]	12	荔
[2441]	14	讶
[2442]	25	坛
[2443]	5	堵
[2444]	6	睹
[2445]	11	猜
[2446]	1	凯
[2447]	12	遽
[2448]	12	岐
[2449]	10	傥
[2450]	8	拔
[2451]	3	洮
[2452]	13	闽
[2453]	4	沅
[2454]	2	枳
[2455]	3	匠
[2456]	21	启
[2457]	5	钧
[2458]	2	慑
[2459]	7	嗣
[2460]	9	啖
[2461]	2	纭
[2462]	23	摩
[2463]	2	脊
[2464]	2	邛
[2465]	16	促
[2466]	9	缄
[2467]	1	摹
[2468]	9	榜
[2469]	11	价
[2470]	13	倍
[2471]	44	剪
[2472]	6	抹
[2473]	29	腹
[2474]	4	涸
[2475]	23	碑
[2476]	2	夐
[2477]	11	汤
[2478]	20	笠
[2479]	1	陊
[2480]	6	骸
[2481]	6	谡
[2482]	1	偎
[2483]	3	曦
[2484]	7	奚
[2485]	16	慕
[2486]	12	蚁
[2487]	5	厦
[2488]	3	揖
[2489]	2	拘
[2490]	8	检
[2491]	16	簟
[2492]	16	具
[2493]	3	戮
[2494]	1	靴
[2495]	3	憾
[2496]	6	皂
[2497]	8	掇
[2498]	22	柱
[2499]	2	猢
[2500]	2	狲
[2501]	5	呵
[2502]	18	弥
[2503]	11	眷
[2504]	20	矣
[2505]	3	纽
[2506]	7	杞
[2507]	4	梓
[2508]	15	惠
[2509]	13	遐
[2510]	1	蔀
[2511]	44	况
[2512]	13	卓
[2513]	54	志
[2514]	1	荃
[2515]	3	察
[2516]	4	衷
[2517]	17	潺
[2518]	11	湲
[2519]	13	蒸
[2520]	1	溃
[2521]	11	壤
[2522]	14	蟠
[2523]	14	喷
[2524]	16	品
[2525]	4	弋
[2526]	34	尾
[2527]	2	雹
[2528]	15	杵
[2529]	1	毓
[2530]	1	拣
[2531]	10	速
[2532]	11	纬
[2533]	6	袁
[2534]	7	敞
[2535]	11	牢
[2536]	13	帷
[2537]	7	骋
[2538]	30	鉴
[2539]	11	旷
[2540]	13	效
[2541]	2	飐
[2542]	12	逼
[2543]	12	仞
[2544]	7	倏
[2545]	18	寝
[2546]	25	敛
[2547]	17	蕙
[2548]	3	唳
[2549]	15	淅
[2550]	6	毁
[2551]	6	谆
[2552]	51	笛
[2553]	55	午
[2554]	11	沼
[2555]	2	鹳
[2556]	5	儗
[2557]	3	颔
[2558]	15	砧
[2559]	1	锢
[2560]	8	铸
[2561]	3	蜷
[2562]	20	男
[2563]	1	钢
[2564]	24	锄
[2565]	8	戟
[2566]	31	森
[2567]	5	库
[2568]	27	浴
[2569]	33	霏
[2570]	18	慎
[2571]	11	让
[2572]	5	谗
[2573]	7	状
[2574]	2	驽
[2575]	1	骀
[2576]	8	裾
[2577]	39	觅
[2578]	1	垞
[2579]	7	淼
[2580]	8	莓
[2581]	4	溥
[2582]	14	博
[2583]	3	镫
[2584]	1	轿
[2585]	6	磐
[2586]	5	颐
[2587]	55	背
[2588]	2	婚
[2589]	11	嫁
[2590]	5	做
[2591]	8	朗
[2592]	8	巅
[2593]	6	嗅
[2594]	1	嘿
[2595]	3	粘
[2596]	11	蛙
[2597]	25	荫
[2598]	5	辔
[2599]	32	汲
[2600]	1	戆
[2601]	47	限
[2602]	3	熠
[2603]	4	銮
[2604]	6	灞
[2605]	4	孺
[2606]	8	牡
[2607]	40	返
[2608]	2	飖
[2609]	22	漠
[2610]	25	焚
[2611]	4	弘
[2612]	10	拭
[2613]	9	弗
[2614]	11	冯
[2615]	16	鞋
[2616]	9	榭
[2617]	11	卑
[2618]	11	筠
[2619]	9	裹
[2620]	4	圜
[2621]	1	鲚
[2622]	24	雕
[2623]	4	腴
[2624]	15	茗
[2625]	2	脓
[2626]	4	疮
[2627]	3	崎
[2628]	4	岖
[2629]	5	邯
[2630]	5	郸
[2631]	1	咳
[2632]	7	唾
[2633]	6	阡
[2634]	1	窆
[2635]	17	坟
[2636]	3	捎
[2637]	33	脚
[2638]	2	暨
[2639]	5	岗
[2640]	12	矫
[2641]	2	靓
[2642]	4	储
[2643]	18	肝
[2644]	2	莠
[2645]	6	醅
[2646]	8	醴
[2647]	6	醇
[2648]	3	盎
[2649]	8	惮
[2650]	1	丙
[2651]	21	苑
[2652]	6	斤
[2653]	2	赍
[2654]	3	叮
[2655]	3	咛
[2656]	4	验
[2657]	10	蔡
[2658]	28	冈
[2659]	13	仪
[2660]	11	料
[2661]	9	槿
[2662]	5	驷
[2663]	12	朋
[2664]	2	髭
[2665]	10	灿
[2666]	1	猬
[2667]	20	废
[2668]	15	豪
[2669]	3	�
[2670]	1	��
[2671]	10	樱
[2672]	3	跸
[2673]	3	泮
[2674]	18	束
[2675]	2	箪
[2676]	10	瓢
[2677]	25	旅
[2678]	2	馋
[2679]	3	涎
[2680]	3	辣
[2681]	4	徂
[2682]	3	徕
[2683]	9	项
[2684]	7	逗
[2685]	14	钵
[2686]	8	蕃
[2687]	2	舶
[2688]	17	线
[2689]	13	渭
[2690]	3	汰
[2691]	18	加
[2692]	35	薰
[2693]	2	瞳
[2694]	3	昽
[2695]	10	磴
[2696]	3	锵
[2697]	13	恼
[2698]	4	糁
[2699]	6	毡
[2700]	13	砚
[2701]	25	缕
[2702]	6	酥
[2703]	30	旋
[2704]	7	召
[2705]	1	�
[2706]	1	��
[2707]	1	��
[2708]	2	彘
[2709]	5	辩
[2710]	11	沤
[2711]	1	鹈
[2712]	1	鴂
[2713]	12	鹧
[2714]	10	鸪
[2715]	14	瞻
[2716]	11	眺
[2717]	13	凋
[2718]	7	涤
[2719]	2	皖
[2720]	3	蜍
[2721]	13	倘
[2722]	18	余
[2723]	45	记
[2724]	5	哺
[2725]	15	雏
[2726]	14	肺
[2727]	4	嗤
[2728]	12	醪
[2729]	6	产
[2730]	2	霹
[2731]	2	雳
[2732]	1	攫
[2733]	30	筑
[2734]	1	瞭
[2735]	13	丧
[2736]	6	饯
[2737]	1	敏
[2738]	8	级
[2739]	3	它
[2740]	5	婀
[2741]	5	娜
[2742]	5	燃
[2743]	1	慝
[2744]	7	毂
[2745]	3	辗
[2746]	31	宾
[2747]	1	釂
[2748]	19	珊
[2749]	13	瑚
[2750]	15	卮
[2751]	3	踯
[2752]	6	躅
[2753]	8	犯
[2754]	28	娥
[2755]	4	缭
[2756]	3	斓
[2757]	6	捉
[2758]	14	袭
[2759]	18	牖
[2760]	6	肤
[2761]	6	捧
[2762]	5	昙
[2763]	2	毗
[2764]	13	耀
[2765]	3	肖
[2766]	4	颖
[2767]	5	叉
[2768]	2	檗
[2769]	8	裴
[2770]	3	蔷
[2771]	23	薇
[2772]	2	毬
[2773]	3	蒋
[2774]	19	蛇
[2775]	3	矛
[2776]	6	厉
[2777]	3	诧
[2778]	3	菌
[2779]	3	恤
[2780]	5	烽
[2781]	2	柝
[2782]	3	悰
[2783]	10	暄
[2784]	1	恺
[2785]	3	悌
[2786]	2	踉
[2787]	1	跄
[2788]	10	苟
[2789]	15	镇
[2790]	6	疆
[2791]	8	扃
[2792]	16	污
[2793]	2	愠
[2794]	1	跧
[2795]	37	网
[2796]	9	恃
[2797]	7	基
[2798]	23	属
[2799]	2	炽
[2800]	3	炭
[2801]	9	煖
[2802]	2	跪
[2803]	2	渥
[2804]	1	鹥
[2805]	1	赌
[2806]	1	�
[2807]	1	��
[2808]	2	嬴
[2809]	12	旨
[2810]	3	枭
[2811]	3	耗
[2812]	12	矜
[2813]	6	罔
[2814]	8	麝
[2815]	10	缸
[2816]	5	狮
[2817]	1	哮
[2818]	7	吼
[2819]	6	显
[2820]	10	浆
[2821]	5	蚓
[2822]	6	狎
[2823]	3	惧
[2824]	3	础
[2825]	10	隈
[2826]	11	伍
[2827]	2	樨
[2828]	8	屦
[2829]	6	茯
[2830]	7	苓
[2831]	4	猫
[2832]	11	鼠
[2833]	4	盗
[2834]	20	针
[2835]	1	炕
[2836]	9	蔚
[2837]	1	煤
[2838]	1	酪
[2839]	12	涟
[2840]	1	盲
[2841]	10	丑
[2842]	13	讲
[2843]	5	辱
[2844]	5	丞
[2845]	1	歆
[2846]	8	廷
[2847]	21	反
[2848]	2	螟
[2849]	2	蛉
[2850]	29	寐
[2851]	12	贼
[2852]	6	蓟
[2853]	18	翛
[2854]	16	辨
[2855]	4	驭
[2856]	4	筐
[2857]	2	佻
[2858]	1	忾
[2859]	1	焕
[2860]	4	舅
[2861]	14	巫
[2862]	13	贾
[2863]	2	佚
[2864]	6	迂
[2865]	9	材
[2866]	5	恭
[2867]	4	诺
[2868]	5	逊
[2869]	19	蔓
[2870]	14	浔
[2871]	4	辍
[2872]	6	禦
[2873]	3	寇
[2874]	1	燎
[2875]	21	涂
[2876]	6	爵
[2877]	11	禄
[2878]	2	噤
[2879]	5	嶙
[2880]	3	峋
[2881]	9	艾
[2882]	1	窿
[2883]	7	幼
[2884]	4	勋
[2885]	10	羌
[2886]	6	窄
[2887]	9	貂
[2888]	1	隶
[2889]	9	执
[2890]	11	蔬
[2891]	24	退
[2892]	15	局
[2893]	1	䯄
[2894]	3	襦
[2895]	4	秣
[2896]	2	骧
[2897]	4	圉
[2898]	9	勇
[2899]	2	颉
[2900]	2	颃
[2901]	6	菖
[2902]	6	搴
[2903]	26	巴
[2904]	6	攲
[2905]	22	奔
[2906]	10	垣
[2907]	15	蔽
[2908]	6	笳
[2909]	6	授
[2910]	9	捐
[2911]	3	曷
[2912]	2	腋
[2913]	1	嚭
[2914]	4	陷
[2915]	4	爰
[2916]	5	祀
[2917]	4	询
[2918]	2	邕
[2919]	7	部
[2920]	5	爪
[2921]	9	恣
[2922]	6	笏
[2923]	1	搢
[2924]	4	乏
[2925]	4	窝
[2926]	5	盼
[2927]	9	颂
[2928]	6	侈
[2929]	1	励
[2930]	2	萎
[2931]	10	尼
[2932]	6	录
[2933]	5	秽
[2934]	15	防
[2935]	8	缝
[2936]	7	飕
[2937]	2	盥
[2938]	2	鷇
[2939]	1	虢
[2940]	6	党
[2941]	2	购
[2942]	3	�
[2943]	3	��
[2944]	2	��
[2945]	5	沸
[2946]	27	浩
[2947]	5	警
[2948]	2	棣
[2949]	10	败
[2950]	24	颇
[2951]	7	讯
[2952]	4	创
[2953]	6	甃
[2954]	4	仕
[2955]	11	宦
[2956]	1	茄
